date,청약,아파트,종합소득세,구독서비스,AI
2026-09-12 04:00:00,2,16,0,0,58
2026-09-12 05:00:00,2,15,0,0,52
2026-09-12 06:00:00,3,16,0,0,59
2026-09-12 07:00:00,2,17,0,0,52
2026-09-12 08:00:00,2,16,0,0,58
2026-09-12 09:00:00,2,20,0,0,50
2026-09-12 10:00:00,2,19,0,0,48
2026-09-12 11:00:00,2,18,0,0,48
2026-09-12 12:00:00,1,15,0,0,48
2026-09-12 13:00:00,2,17,0,0,53
2026-09-12 14:00:00,2,14,0,0,57
2026-09-12 15:00:00,2,12,0,0,56
2026-09-12 16:00:00,2,12,0,0,59
2026-09-12 17:00:00,1,12,0,0,55
2026-09-12 18:00:00,2,11,0,0,57
2026-09-12 19:00:00,2,16,0,0,50
2026-09-12 20:00:00,0,21,0,0,42
2026-09-12 21:00:00,0,22,0,0,34
2026-09-12 22:00:00,1,27,0,0,36
2026-09-12 23:00:00,1,21,0,0,42
2026-09-13 00:00:00,2,16,0,0,43
2026-09-13 01:00:00,2,16,0,0,46
2026-09-13 02:00:00,2,17,0,0,51
2026-09-13 03:00:00,2,17,0,0,47
2026-09-13 04:00:00,2,16,0,0,50
2026-09-13 05:00:00,3,16,0,0,52
2026-09-13 06:00:00,2,16,0,0,57
2026-09-13 07:00:00,2,16,0,0,56
2026-09-13 08:00:00,2,15,0,0,55
2026-09-13 09:00:00,2,20,1,0,51
2026-09-13 10:00:00,2,18,1,0,52
2026-09-13 11:00:00,3,17,0,0,52
2026-09-13 12:00:00,3,16,0,0,58
2026-09-13 13:00:00,3,15,0,0,61
2026-09-13 14:00:00,2,13,0,0,71
2026-09-13 15:00:00,2,12,0,0,67
2026-09-13 16:00:00,3,11,0,0,66
2026-09-13 17:00:00,2,11,0,0,65
2026-09-13 18:00:00,0,10,0,0,57
2026-09-13 19:00:00,0,14,0,0,52
2026-09-13 20:00:00,0,16,0,0,41
2026-09-13 21:00:00,1,17,0,0,36
2026-09-13 22:00:00,3,17,0,0,43
2026-09-13 23:00:00,4,17,0,0,56
2026-09-14 00:00:00,7,16,1,0,72
2026-09-14 01:00:00,7,18,1,0,81
2026-09-14 02:00:00,6,17,1,0,71
2026-09-14 03:00:00,6,17,1,0,67
2026-09-14 04:00:00,6,18,0,0,75
2026-09-14 05:00:00,5,18,0,0,82
2026-09-14 06:00:00,4,17,0,0,84
2026-09-14 07:00:00,5,16,1,0,78
2026-09-14 08:00:00,4,17,0,0,70
2026-09-14 09:00:00,3,14,0,0,61
2026-09-14 10:00:00,4,14,0,0,60
2026-09-14 11:00:00,4,15,0,0,56
2026-09-14 12:00:00,4,14,0,0,66
2026-09-14 13:00:00,3,12,0,0,66
2026-09-14 14:00:00,3,11,0,0,72
2026-09-14 15:00:00,3,10,0,0,77
2026-09-14 16:00:00,3,10,0,0,82
2026-09-14 17:00:00,2,8,0,0,80
2026-09-14 18:00:00,3,10,0,0,94
2026-09-14 19:00:00,0,10,0,0,92
2026-09-14 20:00:00,2,14,0,0,71
2026-09-14 21:00:00,1,13,0,0,60
2026-09-14 22:00:00,3,13,0,0,61
2026-09-14 23:00:00,4,12,0,0,71
2026-09-15 00:00:00,5,15,0,0,91
2026-09-15 01:00:00,6,18,1,0,92
2026-09-15 02:00:00,5,16,1,0,78
2026-09-15 03:00:00,5,15,0,0,71
2026-09-15 04:00:00,4,15,0,0,70
2026-09-15 05:00:00,4,15,1,0,82
2026-09-15 06:00:00,5,15,1,0,87
2026-09-15 07:00:00,4,16,1,0,79
2026-09-15 08:00:00,4,16,0,0,74
2026-09-15 09:00:00,3,14,0,0,61
2026-09-15 10:00:00,2,12,0,0,60
2026-09-15 11:00:00,3,11,0,0,62
2026-09-15 12:00:00,2,12,0,0,63
2026-09-15 13:00:00,3,12,0,0,71
2026-09-15 14:00:00,3,10,0,0,70
2026-09-15 15:00:00,2,9,0,0,77
2026-09-15 16:00:00,2,9,0,0,85
2026-09-15 17:00:00,2,10,0,0,90
2026-09-15 18:00:00,3,11,0,0,80
2026-09-15 19:00:00,0,10,0,0,78
2026-09-15 20:00:00,0,10,0,0,69
2026-09-15 21:00:00,2,11,0,0,58
2026-09-15 22:00:00,2,12,0,0,54
2026-09-15 23:00:00,4,14,0,0,72
2026-09-16 00:00:00,5,15,0,0,93
